Title,Company,Experience,Salary,Location,Posted,Openings,Skills,Job Description,Job Link
Software Engineering Sr Manager,Juniper Networks,15 - 20 years,Not Disclosed,Bengaluru,3 weeks ago,1,"System architecture, C++, Networking, Architecture, Debugging, Manager, Troubleshooting, Resource management, Python",Not specified,https://www.naukri.com/job-listings-software-engineering-sr-manager-juniper-networks-india-pvt-ltd-bengaluru-15-to-20-years-110625504076
Automotive Software Lead Engineer Sr. - C/C++,Qualcomm,3 - 8 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"c++, java, linux, software engineering, qnx, dd, sw design, python, github, aspice, c, embedded sw, device drivers, static analysis, embedded sw development, autosar, rts, git, misra, adas, shell scripting, multithreading, gitlab, functional safety",Not specified,https://www.naukri.com/job-listings-automotive-software-lead-engineer-sr-c-c-qualcomm-india-pvt-ltd-bengaluru-3-to-8-years-110625920171
Senior Software Engineer - AI/ML,Qualcomm,5 - 10 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"python, machine learning, computer science, software engineering, system engineering, algorithms, c++, natural language processing, android, kotlin, c+, aiml, artificial intelligence, iot, deep learning, tensorflow, java, linux, computer vision, pytorch, onnx, ml",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-ai-ml-qualcomm-india-pvt-ltd-bengaluru-5-to-10-years-110625920042
Sr Staff Engineer - software/firmware test automation,Qualcomm,6 - 11 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"python, c, test engineering, java, software engineering, continuous integration, rest, software testing, automation testing, cucumber, android, test cases, manual testing, rest assured, quality engineering, computer science, selenium, linux, debugging, api testing",Not specified,https://www.naukri.com/job-listings-sr-staff-engineer-software-firmware-test-automation-qualcomm-india-pvt-ltd-bengaluru-6-to-11-years-110625919967
Sr Staff Engineer-CPU Software Test Engineer (Server),Qualcomm,6 - 11 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"database management, git, software engineering, api, perforce, shortlisting, head hunting, python, c++, screening, hiring, salary negotiation, hrsd, interview coordination, sourcing, talent acquisition, sourcing profiles, it recruitment, java, recruitment",Not specified,https://www.naukri.com/job-listings-sr-staff-engineer-cpu-software-test-engineer-server-qualcomm-india-pvt-ltd-bengaluru-6-to-11-years-110625920057
Senior Software Engineer - C,Capgemini,6 - 11 years,Not Disclosed,Bengaluru,2 weeks ago,Not specified,"software engineering, tosca, software testing, automation testing, api testing, css, regression testing, manual testing, jquery, sql, functional testing, java, selenium, html, mysql, api, jira, c#, c, selenium webdriver, qtp, javascript, sql server, hp alm, testng",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-c-capgemini-technology-services-india-limited-bengaluru-6-to-11-years-120625932773
Sr Engineer - Linux WLAN Software,Qualcomm,2 - 7 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"linux device drivers, linux kernel, linux, data structures, software engineering, c++, python, c, kernel, networking protocols, networking, spi, memory management, java, rtos, computer science, embedded c, uart, debugging, multithreading, i2c, protocols, middleware",Not specified,https://www.naukri.com/job-listings-sr-engineer-linux-wlan-software-qualcomm-india-pvt-ltd-bengaluru-2-to-7-years-110625920464
Software Wlan Host -Lead Engineer Senior,Qualcomm,3 - 8 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"udp, c++, linux, software engineering, tcp, switching, eigrp, device drivers, networking, bgp, routing, java, ipv4, computer science, vlan, lan, mpls, wireless lan, protocols, arp, dhcp, rest, python, c, wan, kernel, dns, linux kernel, ipv, ospf, firewall, vpn, wireless, ccna",Not specified,https://www.naukri.com/job-listings-software-wlan-host-lead-engineer-senior-qualcomm-india-pvt-ltd-bengaluru-3-to-8-years-110625920424
Senior System Software Engineer,Nvidia,4 - 12 years,Not Disclosed,Bengaluru,3 weeks ago,1,"Performance tuning, Data analysis, Linux, Architecture, Debugging, QNX, System software, Virtualization, Automotive, Android",Not specified,https://www.naukri.com/job-listings-senior-system-software-engineer-nvidia-bengaluru-4-to-12-years-110625500677
Senior System Software Engineer,Nvidia,4 - 12 years,Not Disclosed,"Hyderabad, Pune, Bengaluru",3 weeks ago,1,"Data analysis, Linux, Architecture, Debugging, QNX, System software, Sensors, Virtualization, Automotive, Android",Not specified,https://www.naukri.com/job-listings-senior-system-software-engineer-nvidia-hyderabad-pune-bengaluru-4-to-12-years-110625503044
Senior Boot Software Engineer,Nvidia,4 - 12 years,Not Disclosed,"Hyderabad, Bengaluru",2 weeks ago,1,"Automation, Operating systems, SOC, Debugging, Computer graphics, Healthcare, System software, Resource management, Gaming, Automotive",Not specified,https://www.naukri.com/job-listings-senior-boot-software-engineer-nvidia-hyderabad-bengaluru-4-to-12-years-130625500162
CPU Software Engineer Senior,Qualcomm,2 - 7 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"sw design, java, embedded systems, software engineering, firmware, rest, architecting, python, c++, c, software development, kernel, prototype, spi, iot, risc, device driver development, computer science, linux, microsoft windows, embedded c, uart, debugging, i2c",Not specified,https://www.naukri.com/job-listings-cpu-software-engineer-senior-qualcomm-india-pvt-ltd-bengaluru-2-to-7-years-110625920065
CPU Software Engineer Sr.,Qualcomm,3 - 5 years,Not Disclosed,Bengaluru,3 weeks ago,Not specified,"cache, sw, cpu, mmu, computer architecture, c++, python, c, kernel, system software, firmware development, linux kernel, memory management, java, embedded software, computer science, embedded systems, linux, software engineering, firmware, arm, ipc, system engineering",Not specified,https://www.naukri.com/job-listings-cpu-software-engineer-sr-qualcomm-india-pvt-ltd-bengaluru-3-to-5-years-110625920102
"SENIOR, SOFTWARE ENGINEER",Walmart,6 - 9 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Supply chain management, Multithreading, Networking, Coding, Information security, Data structures, Application development, Unit testing, Information technology",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-walmart-labs-bengaluru-6-to-9-years-270325506552
Software Senior Engineer - Product Owner,Dell Technologies,14 - 16 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Basic, Coding, Finance, Scrum, Management, WPF, Windows Presentation Foundation, Software solutions, Cost, Principal",Not specified,https://www.naukri.com/job-listings-software-senior-engineer-product-owner-dell-international-services-india-private-limited-bengaluru-14-to-16-years-040625501227
"Senior Staff Software Engineer, Google Cloud",Google,2 - 5 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"algorithms, software testing, software, gcp, design, data structures, architecture",Not specified,https://www.naukri.com/job-listings-senior-staff-software-engineer-google-cloud-google-india-private-limited-bengaluru-2-to-5-years-290425503714
Senior Software Engineer 1,Zynga,4 - 9 years,Not Disclosed,Bengaluru,3 weeks ago,1,"Computer science, Object oriented design, Backend, MySQL, Debugging, splunk, Gaming, Monitoring, Python, Recruitment",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-1-zynga-inc-bengaluru-4-to-9-years-100625502850
Senior Software Engineer,GENERAL ELECTRIC (GE),5 - 8 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, Mining, System architecture, C++, Backend, User interface designing, Data processing, HTTP, Windows, Troubleshooting",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-ge-transportation-bengaluru-5-to-8-years-290525501566
Software Senior Principal Engineer,Dell Technologies,8 - 12 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"san, networking, data structures, instrumentation, analysis, database system architecture, communication skills",Not specified,https://www.naukri.com/job-listings-software-senior-principal-engineer-dell-international-services-india-private-limited-bengaluru-8-to-12-years-300425506782
Software Engineer Sr. Staff,Juniper Networks,12 - 15 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"TCP, Networking, Testing tools, IPV6, Debugging, Perl, MPLS, Python, Firewall, OSPF",Not specified,https://www.naukri.com/job-listings-software-engineer-sr-staff-juniper-networks-india-pvt-ltd-bengaluru-12-to-15-years-270325506393
Sr. Software Engineer,Opentext,6 - 11 years,Not Disclosed,Bengaluru,6 days ago,Not specified,"software development, hibernate, sql, spring, java, continuous integration, kubernetes, rest, software design, application design, version control, ci/cd, helm, apache tomcat, microservices, docker, product design, git, j2ee, jpa, software engineering, agile, api",Not specified,https://www.naukri.com/job-listings-sr-software-engineer-opentext-technologies-india-pvt-ltd-bengaluru-6-to-11-years-260625918115
Software Engineer Sr Staff,Juniper Networks,10 - 12 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"C++, ASIC, Linux, Networking, FPGA, Linux kernel, Ethernet, Debugging, Firmware, Troubleshooting",Not specified,https://www.naukri.com/job-listings-software-engineer-sr-staff-juniper-networks-india-pvt-ltd-bengaluru-10-to-12-years-040625501524
Software Senior Principal Engineer,Dell Technologies,8 - 12 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"memory management, algorithms, python, linux, data structures, nfs, agile",Not specified,https://www.naukri.com/job-listings-software-senior-principal-engineer-dell-international-services-india-private-limited-bengaluru-8-to-12-years-300425506546
Senior Software Engineer Power Apps (Payments Customer Servicing),Virtusa,7 - 12 years,Not Disclosed,Bengaluru,5 days ago,Not specified,"schema, database design, query optimization, payment operations, .net, continuous integration, github, microsoft technologies, power platform, ci/cd, microsoft azure, sql server, azure devops, sql, powerapps, devops, api, pega, aws, cloud computing",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-power-apps-payments-customer-servicing-virtusa-consulting-services-pvt-ltd-bengaluru-7-to-12-years-270625922326
"Software Quality Engineer (Senior To Principal), AI Engineering",Red Hat,4 - 9 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"continuous integration, python, ci/cd, application testing, pytorch, automation framework, kubernetes, algorithms, golang, openshift, redhat linux, software quality, sql, open source, git, java, product quality, linux, software engineering, data structures, agile, jira",Not specified,https://www.naukri.com/job-listings-software-quality-engineer-senior-to-principal-ai-engineering-red-hat-india-pvt-ltd-bengaluru-4-to-9-years-030625921684
Senior System Software Engineer,Nvidia,4 - 14 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Performance tuning, Data analysis, Interpersonal skills, Architecture, hypervisor, Silicon, Sensors, System software, ARM processor, Virtualization",Not specified,https://www.naukri.com/job-listings-senior-system-software-engineer-nvidia-bengaluru-4-to-14-years-020625500002
"Senior System Software Engineer, GPU Firmware",Nvidia,4 - 14 years,Not Disclosed,"Pune, Bengaluru",3+ weeks ago,1,"BIOS, Architecture, X86, Debugging, Manager Technology, PCIE, Hardware, Firmware, System software, Cryptography",Not specified,https://www.naukri.com/job-listings-senior-system-software-engineer-gpu-firmware-nvidia-pune-bengaluru-4-to-14-years-290425503809
Senior Software Engineer,Thales,5 - 10 years,Not Disclosed,"Ghaziabad, Bengaluru",3+ weeks ago,1,"Product management, Computer science, Automation, Linux, MySQL, Performance testing, Scrum, Selenium, SDLC, Identity management",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-thales-india-pvt-ltd-ghaziabad-bengaluru-5-to-10-years-260525501351
C/C++ Sr. Software Engineer,Opentext,5 - 8 years,Not Disclosed,Bengaluru,5 days ago,Not specified,"c++, debugging, ipc, dhcp, dns, web services, smb, dbms, kerberos, protocol development, hibernate, microservices, spring, java, ldap, multithreading, software engineering, html, protocols, digital transformation, rest, system programming, rpc, javascript, spring boot",Not specified,https://www.naukri.com/job-listings-c-c-sr-software-engineer-opentext-technologies-india-pvt-ltd-bengaluru-5-to-8-years-270625912799
Senior Lead Software Engineer,John Deere,8 - 13 years,Not Disclosed,Bengaluru,3+ weeks ago,1,Senior Lead Software Engineer,Not specified,https://www.naukri.com/job-listings-senior-lead-software-engineer-john-deere-bengaluru-8-to-13-years-180325504455
Senior Software Engineering Manager,Apple,5 - 10 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, Web application development, Trade, operational support, Architecture, Agile, Manager Technology, Mentor, J2Ee, Management",Not specified,https://www.naukri.com/job-listings-senior-software-engineering-manager-apple-india-pvt-ltd-bengaluru-5-to-10-years-150525500766
"Senior Software Engineering Leader, MultiCloud Networking Platform",Apple,10 - 15 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Production Lead, software architecture, Team leading, Architecture, Network infrastructure, Architectural design, Network security, software defined networking, Distribution system",Not specified,https://www.naukri.com/job-listings-senior-software-engineering-leader-multicloud-networking-platform-apple-india-pvt-ltd-bengaluru-10-to-15-years-190525501345
"Software Senior Engineer(C, C++, Linux, Firmware)",Dell Technologies,5 - 8 years,Not Disclosed,Bengaluru,2 weeks ago,1,"C++, Linux, BIOS, FPGA, Memory management, Embedded Linux, SNMP, PCIE, Firmware, Embedded software",Not specified,https://www.naukri.com/job-listings-software-senior-engineer-c-c-linux-firmware-dell-international-services-india-private-limited-bengaluru-5-to-8-years-130625501765
Sr Lead Software Engineer,Adobe,2 - 7 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Automation, Manager Quality Assurance, Production support, Javascript, Performance testing, Agile, SDLC, Testing, SQL, Python",Not specified,https://www.naukri.com/job-listings-sr-lead-software-engineer-adobe-systems-india-pvt-ltd-bengaluru-2-to-7-years-140525501985
Senior Software Engineering Manager,NCR Corporation,12 - 15 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3+ weeks ago,1,"Performance tuning, Automation, Manager Quality Assurance, Project management, Javascript, Performance testing, Agile, Data structures, SQL, Python",Not specified,https://www.naukri.com/job-listings-senior-software-engineering-manager-ncr-corporation-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-12-to-15-years-220525502611
Software Engineering Sr Mgr,Juniper Networks,15 - 20 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Product management, Juniper routers, C++, Networking, Debugging, Marketing support, Deployment, Firmware, Management, WiFi",Not specified,https://www.naukri.com/job-listings-software-engineering-sr-mgr-juniper-networks-india-pvt-ltd-bengaluru-15-to-20-years-240525500570
Senior Software Engineer,A.P. Moller Maersk,8 - 12 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"JMS, Hibernate, MS SQL, Enterprise applications, MySQL, Agile, JDBC, J2Ee, Oracle, Technical support",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-maersk-global-service-centres-india-pvt-ltd-bengaluru-8-to-12-years-201124508293
Senior Lead Software Engineer,John Deere,8 - 13 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"rest, servicenow, it asset management, configuration, itam, cmdb, communication skills",Not specified,https://www.naukri.com/job-listings-senior-lead-software-engineer-john-deere-bengaluru-8-to-13-years-180325504457
Senior System Software Engineer,Nvidia,4 - 12 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, Team Mentor, Industrial automation, Architectural design, HAZOP, Computer architecture, System software, Automotive, Robotics, functional safety",Not specified,https://www.naukri.com/job-listings-senior-system-software-engineer-nvidia-bengaluru-4-to-12-years-251224500177
Senior Deep Learning Systems Software Engineer,Nvidia,4 - 12 years,Not Disclosed,"Pune, Bengaluru",3+ weeks ago,1,"cortex, Cloud computing, deep learning, C++, Linux, Networking, Artificial Intelligence, Infrastructure, Distribution system, Python",Not specified,https://www.naukri.com/job-listings-senior-deep-learning-systems-software-engineer-nvidia-pune-bengaluru-4-to-12-years-251224500092
DB-Senior Software Engineer,Accolite Software India Pvt Ltd,3 - 7 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"MS SQL, Software design, Project estimation, Architecture, Database design, Technical design, Postgresql, Performance testing, Information technology, Python",Not specified,https://www.naukri.com/job-listings-db-senior-software-engineer-accolite-software-india-pvt-ltd-bengaluru-3-to-7-years-170323500849
Senior Software Engineer ( Visual C/ C++),Baker Hughes,7 - 11 years,Not Disclosed,"Kochi, Hyderabad, Pune, Gurugram, Bengaluru",3+ weeks ago,1,"Electrical engineering, Training, C++, C, GIT, Application engineering, Subversion, Finance, Geoscience, Windows",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-visual-c-c-baker-hughes-the-network-kochi-hyderabad-pune-gurugram-bengaluru-7-to-11-years-240225501012
Senior System Software Engineer - GPU and SoC,Nvidia,4 - 14 years,Not Disclosed,"Pune, Bengaluru",3+ weeks ago,1,"System architecture, C++, Automation, Linux, Coding, SOC, Debugging, Windows, Gaming, Python",Not specified,https://www.naukri.com/job-listings-senior-system-software-engineer-gpu-and-soc-nvidia-pune-bengaluru-4-to-14-years-150525502322
Software Engineer - Sr. Consultant level,Visa,13 - 17 years,Not Disclosed,Bengaluru,2 weeks ago,1,"Maven, C++, Hibernate, Automation, Coding, Data structures, JPA, Distribution system, SDLC, Technical documentation",Not specified,https://www.naukri.com/job-listings-software-engineer-sr-consultant-level-visa-inc-bengaluru-13-to-17-years-130625501617
"SENIOR, SOFTWARE ENGINEER",Walmart,6 - 10 years,Not Disclosed,Bengaluru,2 weeks ago,1,"Computer science, Retail, Networking, Coding, Information security, Analytical, Data structures, Information technology, Distribution system, Python",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-walmart-labs-bengaluru-6-to-10-years-120625501258
Senior Software Engineer,Oracle,3 - 8 years,Not Disclosed,Bengaluru,2 weeks ago,1,"Product management, Post production, Product engineering, Production support, Oracle Transportation Management, Cloud, OTM, Oracle, SCM, functional support",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-oracle-india-pvt-ltd-bengaluru-3-to-8-years-120625502717
"Senior Software Engineer Bengaluru, India",Cargill,4 - 9 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Front end, Coding, Database design, Postgresql, Integration testing, Agile, HTML, WPF, Information technology, SQL",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-bengaluru-india-cargill-india-pvt-ltd-bengaluru-4-to-9-years-040225509663
"SENIOR, SOFTWARE ENGINEER",Walmart,6 - 11 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Cloud computing, Networking, Information security, Data structures, Selenium, Unit testing, Open source, Information technology, SDLC, SQL",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-walmart-labs-bengaluru-6-to-11-years-080525502915
Senior Lead Software Engineer,John Deere,8 - 13 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Software design, Front end, Coding, TDD, Django, Agile, Agile methodology, Information technology, Python",Not specified,https://www.naukri.com/job-listings-senior-lead-software-engineer-john-deere-bengaluru-8-to-13-years-110225505865
Golang-Lead Software Engineer/ Senior Software/Software Engineer,Tech Mahindra,4 - 9 years,Not Disclosed,"Hyderabad, Pune, Bengaluru",2 weeks ago,1,"Golang, devops, API, SQL",Not specified,https://www.naukri.com/job-listings-golang-lead-software-engineer-senior-software-software-engineer-tech-mahindra-hyderabad-pune-bengaluru-4-to-9-years-120625036181
Senior Software Engineer,Pearson,5 - 9 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"continuous integration, Assurance, Analytical, Programming, Data structures, Application development, Troubleshooting, Application software, Monitoring, Python",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-pearson-bengaluru-5-to-9-years-090525500972
Senior Lead Software Engineer,John Deere,8 - 13 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Data migration, Manager Quality Assurance, Contract management, Configuration management, Javascript, Troubleshooting, Information technology, Technical support, Technical documentation",Not specified,https://www.naukri.com/job-listings-senior-lead-software-engineer-john-deere-bengaluru-8-to-13-years-110225505862
Senior Lead Software Engineer,John Deere,8 - 13 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Performance tuning, Software design, Coding, Agile, Application development, Continuous improvement, Information technology, SQL, Python",Not specified,https://www.naukri.com/job-listings-senior-lead-software-engineer-john-deere-bengaluru-8-to-13-years-110225505864
Senior Lead Software Engineer,John Deere,8 - 13 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Service management, Coding, Event management, Enterprise applications, Asset management, Stakeholder management, Operations, Information technology, Analytics",Not specified,https://www.naukri.com/job-listings-senior-lead-software-engineer-john-deere-bengaluru-8-to-13-years-110225505863
"Senior Software Dev Engineer, Amazon Flex",Amazon,5 - 6 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"continuous integration, Operational excellence, Architectural design, Flex, Agile, Technical Lead, test driven development, Customer experience, Internship, Distribution system",Not specified,https://www.naukri.com/job-listings-senior-software-dev-engineer-amazon-flex-amazon-development-centre-india-pvt-ltd-bengaluru-5-to-6-years-120325502056
Senior Principal Software Engineer - AI,Red Hat,10 - 15 years,Not Disclosed,"Pune, Bengaluru",3+ weeks ago,1,"architecting, python, presentation skills, java, aws, kubernetes, rest, openshift, machine learning, artificial intelligence, distributed computing, continuous delivery, open source, gcp, paas, linux, jenkins, http, troubleshooting, software engineering",Not specified,https://www.naukri.com/job-listings-senior-principal-software-engineer-ai-red-hat-india-pvt-ltd-pune-bengaluru-10-to-15-years-030625921680
Senior Software Configuration Management Engineer,Nvidia,4 - 7 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, C++, Automation, Linux, MySQL, Perl, SCM, Gaming, Python, System administration",Not specified,https://www.naukri.com/job-listings-senior-software-configuration-management-engineer-nvidia-bengaluru-4-to-7-years-130325502147
Senior Software Engineer,Cisco,5 - 9 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"c++, docker, sql, microservices, java, ecs, linux, writing, product development, netconf, software engineering, html, mysql, protocols, programming, architecture, communication skills, rest, python, c, system programming, distribution system, grpc, javascript, system, unix",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-cisco-bengaluru-5-to-9-years-130525502028
"Senior Software Development Engineer, Denied Party Screening",Amazon,5 - 10 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, healthcare operations, Coding, TPS, Machine learning, Architectural design, Software development life cycle, Technical Lead, Customer experience, Internship",Not specified,https://www.naukri.com/job-listings-senior-software-development-engineer-denied-party-screening-amazon-development-centre-india-pvt-ltd-bengaluru-5-to-10-years-130525502699
Fresher - .Net Developer,Smart Vibes,0 - 1 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Software design, Visual Basic, Architecture, Software development life cycle, MVC, Troubleshooting, Technical support, SDLC, SQL, CSS3",Not specified,https://www.naukri.com/job-listings-fresher-net-developer-smart-vibes-bengaluru-0-to-1-years-220424501837
Fresher - Angular Developer,Smart Vibes,0 - 1 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Analytical skills, Basic, Interpersonal skills, Backend, CSS, Front end, GIT, Javascript, Programming, HTML",Not specified,https://www.naukri.com/job-listings-fresher-angular-developer-smart-vibes-bengaluru-0-to-1-years-220424501839
Fresher - AngularIonic Developer,Smart Vibes,0 - 1 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Analytical skills, Interpersonal skills, Mobile development, Front end, Debugging, SQLite, Deployment, HTML, SOAP, Monitoring",Not specified,https://www.naukri.com/job-listings-fresher-angularionic-developer-smart-vibes-bengaluru-0-to-1-years-220424501841
Backend Engineer,Affine Analytics,3 - 4 years,Not Disclosed,Bengaluru( HSR Layout ),2 days ago,1,"Fast Api, Python, Node, React.Js, Angular",Not specified,https://www.naukri.com/job-listings-backend-engineer-affine-analytics-bengaluru-3-to-4-years-300625005932
Senior Dot Net Developer,Samyotech Software Solutions,0 - 2 years,Not Disclosed,"Pune, Ahmedabad, Bengaluru",3+ weeks ago,1,"Web application development, NoSQL, C, Architecture, Analytical, Cloud, Javascript, .Net, SQL, microservices",Not specified,https://www.naukri.com/job-listings-senior-dot-net-developer-samyotech-software-solutions-pvt-ltd-pune-ahmedabad-bengaluru-0-to-2-years-190525503453
Sr. Software Backend Developer,Uplers,2 - 4 years,Not Disclosed,Gurugram,1 week ago,Not specified,"Backend Development, Java, Maven, Git, MySQL, Node JS, React.js, Laravel",Not specified,https://www.naukri.com/job-listings-sr-software-backend-developer-uplers-solutions-private-limited-gurugram-2-to-4-years-230625913823
Sr. Software Java Developer,Nucleus Software Exports,3 - 5 years,Not Disclosed,Noida,3+ weeks ago,1,"Java, Hibernate, J2Ee, Spring, Core Java Development, core java",Not specified,https://www.naukri.com/job-listings-sr-software-java-developer-nucleus-software-exports-noida-3-to-5-years-030625025240
Senior Software (Back-End) Developer,Experis IT,4 - 8 years,10-15 Lacs P.A.,Pune,1 week ago,3,"RabbitMQ, Java 11, Backend Developer, Spring Boot, Java 17, Senior Software, Java, JPA, ORM, Spring Data",Not specified,https://www.naukri.com/job-listings-senior-software-back-end-developer-experis-pune-4-to-8-years-190625009691
Senior Dot Net Developer,Intellectyx Inc,0 - 5 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3+ weeks ago,1,"Performance tuning, jQuery, Front end, Coding, System integration, Javascript, Application development, SEO, SQL, CSS3",Not specified,https://www.naukri.com/job-listings-senior-dot-net-developer-intellectyx-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-250225501220
Backend Developer (Golang),Epictus Solutions,4 - 8 years,15-25 Lacs P.A.,Bengaluru( Koramangala ),5 days ago,1,"Golang, Backend Development, NoSQL, Bitbucket, JIRA, AWS",Not specified,https://www.naukri.com/job-listings-backend-developer-golang-epictus-solutions-bengaluru-4-to-8-years-190225029662
Senior Software Engineer - UI,Red Hat,6 - 11 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"css, web application, html, software development, javascript, redux, kubernetes, golang, openshift, jsx, react.js, open source, java, git, react testing library, ui, webpack, typescript, ux design, rest, python, ux, jest, cypress, node.js, web technologies, agile, yarn",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-ui-red-hat-india-pvt-ltd-bengaluru-6-to-11-years-030625921622
Senior Java Developer : Software Product company,Ityx,4 - 9 years,Not Disclosed,Pune( Viman Nagar ),1 week ago,1,"java, Java Development, Spring Boot, Kotlin, Backend Development",Not specified,https://www.naukri.com/job-listings-senior-java-developer-software-product-company-ityx-pune-4-to-9-years-010224005873
Sr. Developer in Android,NE Globaltech,0 - 2 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3+ weeks ago,1,"rest, development, code, software, android, mobile, JSON, Mobile applications, Unit testing, android development, Computer science, Mobile development, usability, application, design, developer, Android SDK, applications",Not specified,https://www.naukri.com/job-listings-sr-developer-in-android-ne-globaltech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-271218501125
Asp.Net Mvc Developer,Pracemo Global Solutions,5 - 9 years,20-32.5 Lacs P.A.,"Bengaluru( Bellandur, Whitefield )",3 weeks ago,5,"C#, Web Api, SQL Server, MVC, Asp.net, dotnet, Rest API, .NET Framework, SQL, Webforms, .net core, LinkQ, Javascript, CI/CD",Not specified,https://www.naukri.com/job-listings-asp-net-mvc-developer-pracemo-global-solutions-bengaluru-5-to-9-years-100625017797
Senior Software Analyst (Dot Net Full Stack Developer),"CloudMoyo, Inc",4 - 6 years,Not Disclosed,Pune,2 weeks ago,1,"Senior Software Analyst, MS SQL, Web technologies, Software development life cycle, Continuous improvement, Troubleshooting, Server architecture",Not specified,https://www.naukri.com/job-listings-senior-software-analyst-dot-net-full-stack-developer-cloudmoyo-inc-pune-4-to-6-years-180625503383
"Software Engineer Sr Staff (Kernel, Driver, Bring up)",Juniper Networks,14 - 15 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"ASIC, Networking, FPGA, SOC, Ethernet, Debugging, Data structures, PCIE, Firmware, SDK",Not specified,https://www.naukri.com/job-listings-software-engineer-sr-staff-kernel-driver-bring-up-juniper-networks-india-pvt-ltd-bengaluru-14-to-15-years-030225503035
Senior Software Engineer - Performance,Red Hat,5 - 10 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"container, kubernetes, python, software development, linux, switching, project management, upstream, software testing, golang, microsoft azure, networking, cloud technologies, ansible, docker, java, oil, git, devops, jenkins, shell scripting, agile, aws, cloud computing",Not specified,https://www.naukri.com/job-listings-senior-software-engineer-performance-red-hat-india-pvt-ltd-bengaluru-5-to-10-years-030625921669
